timestamp,machine_id,category,issue_description,severity,location
2025-01-25 23:03:18.831345,M442,Logistics & Storage,Inventory mismatch in parts database,Low,New Samantha
2025-01-04 21:41:59.560505,M619,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,East Jimmymouth
2025-01-23 15:36:35.533143,M888,Logistics & Storage,Tire storage humidity too high,Medium,Port Paul
2025-01-29 23:02:31.892183,M866,Logistics & Storage,Barcode scanner failure in warehouse,High,Blackhaven
2025-01-22 16:25:10.612182,M211,Machinery & Equipment,CNC machine overheating,High,Lake Laurie
2025-01-31 20:52:34.636552,M144,Parts & Supply,Delayed shipment of brake pads,Low,South Whitney
2025-02-23 21:33:33.664253,M249,Logistics & Storage,Barcode scanner failure in warehouse,High,Zacharymouth
2025-02-10 01:03:53.885125,M764,Machinery & Equipment,Injection molding machine nozzle clog,Low,New Matthewhaven
2025-01-25 08:58:48.415254,M467,Logistics & Storage,Barcode scanner failure in warehouse,High,Levineton
2025-01-10 01:02:01.012217,M296,Parts & Supply,Incorrect tire specifications received,Low,Jacquelineport
2025-03-05 11:16:56.435070,M988,Sensor & Electrical,Battery pack overheating in EV assembly,High,West Jose
2025-02-19 01:43:22.829487,M740,Machinery & Equipment,Lathe machine spindle failure,High,Priceville
2025-02-13 12:14:14.088840,M263,Machinery & Equipment,Lathe machine spindle failure,High,South Larryburgh
2025-02-24 01:19:43.872448,M361,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,Smithberg
2025-02-22 00:16:28.826779,M117,Logistics & Storage,Forklift fuel leakage,High,North Zacharyfort
2025-02-12 13:01:08.266184,M656,Sensor & Electrical,Faulty RFID scanner at inventory check,Medium,North April
2025-01-21 08:07:52.591980,M821,Assembly Line,Spot welding machine misfire,High,Lake Bruceland
2025-01-04 18:01:34.034587,M202,Sensor & Electrical,Battery pack overheating in EV assembly,High,Phyllisfurt
2025-03-05 15:57:44.501761,M881,Sensor & Electrical,Faulty RFID scanner at inventory check,High,East Kimberly
2025-02-21 05:26:56.051786,M454,Sensor & Electrical,Battery pack overheating in EV assembly,High,Kelleymouth
2025-01-13 23:00:32.824232,M344,Assembly Line,Paint sprayer clogging,Medium,North Stephanie
2025-01-21 15:50:51.678444,M955,Parts & Supply,Engine block casting defects,Low,New Whitneybury
2025-02-16 23:52:50.528000,M221,Assembly Line,Robotic arm calibration failure,High,Steventon
2025-02-03 03:35:04.539997,M372,Parts & Supply,Incorrect tire specifications received,Low,South Danielfurt
2025-01-15 05:30:46.248013,M459,Logistics & Storage,Barcode scanner failure in warehouse,High,Lake Shawnville
2025-01-16 07:08:00.884040,M232,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,East Peterfurt
2025-02-15 02:35:36.847935,M372,Machinery & Equipment,Injection molding machine nozzle clog,Medium,Mooremouth
2025-01-09 00:16:00.499390,M673,Sensor & Electrical,Electrical surge causing sensor malfunctions,Medium,North Cassandra
2025-01-10 10:43:22.256995,M899,Parts & Supply,Delayed shipment of brake pads,Low,Huntbury
2025-03-05 09:57:42.358601,M801,Sensor & Electrical,Faulty RFID scanner at inventory check,Low,Zunigaland
2025-02-23 18:35:27.976310,M162,Assembly Line,Spot welding machine misfire,High,West Donna
2025-01-06 01:04:26.497767,M354,Machinery & Equipment,Hydraulic press pressure loss,High,Port Paula
2025-01-10 23:27:56.910880,M891,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,Calebville
2025-02-25 00:13:49.262506,M721,Machinery & Equipment,Hydraulic press pressure loss,Medium,North Nicholas
2025-02-22 22:40:21.478953,M237,Assembly Line,Paint sprayer clogging,Medium,New Crystalton
2025-01-11 22:05:03.881993,M419,Machinery & Equipment,CNC machine overheating,High,Williamview
2025-01-10 17:50:05.211946,M472,Machinery & Equipment,Lathe machine spindle failure,High,Stevensonside
2025-02-09 04:42:37.778562,M106,Machinery & Equipment,Injection molding machine nozzle clog,Medium,East Amy
2025-01-17 09:18:25.844330,M339,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,New Kyle
2025-02-28 11:55:20.414579,M718,Machinery & Equipment,CNC machine overheating,High,Port Ritaside
2025-01-14 13:54:20.349491,M421,Assembly Line,Paint sprayer clogging,Medium,Snyderland
2025-01-19 19:19:53.702710,M631,Logistics & Storage,Forklift fuel leakage,High,Sanfordland
2025-01-18 05:58:19.840663,M533,Parts & Supply,Defective windshield batch,Medium,Bridgetchester
2025-02-16 07:14:11.907176,M256,Sensor & Electrical,Battery pack overheating in EV assembly,High,Stevensside
2025-02-12 22:20:14.867407,M381,Parts & Supply,Engine block casting defects,High,Mooreborough
2025-02-08 03:04:14.013135,M496,Parts & Supply,Delayed shipment of brake pads,Low,Campbelltown
2025-02-19 16:13:48.875582,M886,Sensor & Electrical,Electrical surge causing sensor malfunctions,Low,Darrenmouth
2025-01-23 10:30:50.607404,M350,Logistics & Storage,Forklift fuel leakage,High,South Kelly
2025-01-17 18:30:36.664776,M966,Parts & Supply,Incorrect tire specifications received,Low,South Shannonstad
2025-01-20 06:31:25.760631,M750,Parts & Supply,Delayed shipment of brake pads,Low,Port Aprilfurt
2025-01-29 14:13:27.463181,M223,Machinery & Equipment,CNC machine overheating,High,Philiphaven
2025-01-30 14:46:23.549741,M411,Logistics & Storage,Forklift fuel leakage,Low,West Rebeccaside
2025-03-06 13:59:25.908619,M555,Parts & Supply,Defective windshield batch,Medium,South Jamie
2025-02-22 17:04:33.563089,M960,Assembly Line,Conveyor belt misalignment,Medium,Jesusshire
2025-02-01 03:52:52.112514,M473,Sensor & Electrical,Electrical surge causing sensor malfunctions,Medium,Danielchester
2025-02-09 20:57:46.476448,M598,Logistics & Storage,Inventory mismatch in parts database,Low,East Robertborough
2025-01-07 16:34:28.349308,M705,Sensor & Electrical,Battery pack overheating in EV assembly,High,East Rebecca
2025-02-25 04:43:47.045435,M477,Parts & Supply,Engine block casting defects,High,Jensenview
2025-02-24 16:14:39.993430,M137,Machinery & Equipment,Lathe machine spindle failure,High,Scottville
2025-02-05 04:05:13.239817,M645,Logistics & Storage,Forklift fuel leakage,Medium,North Hannah
2025-01-14 14:42:32.203575,M218,Logistics & Storage,Inventory mismatch in parts database,Low,Fischerview
2025-02-13 22:15:26.780640,M970,Assembly Line,Paint sprayer clogging,Medium,Annaton
2025-02-02 00:27:58.267512,M958,Assembly Line,Spot welding machine misfire,Medium,Nicholasport
2025-01-29 03:34:21.824996,M316,Logistics & Storage,Barcode scanner failure in warehouse,High,East Peggy
2025-01-08 03:37:33.142938,M459,Parts & Supply,Delayed shipment of brake pads,Low,Barbarachester
2025-01-17 04:35:34.873364,M475,Parts & Supply,Engine block casting defects,Medium,Johnmouth
2025-02-10 16:05:14.841138,M190,Sensor & Electrical,Electrical surge causing sensor malfunctions,High,Jenniferchester
2025-01-05 21:24:00.011248,M792,Machinery & Equipment,CNC machine overheating,High,Heidistad
2025-02-10 21:37:52.344778,M812,Parts & Supply,Delayed shipment of brake pads,Low,South Donald
2025-02-15 19:55:10.285963,M687,Assembly Line,Robotic arm calibration failure,High,Lake Eric
2025-02-19 10:47:56.015104,M775,Parts & Supply,Defective windshield batch,Medium,North Paulshire
2025-02-04 22:51:09.406357,M342,Assembly Line,Robotic arm calibration failure,High,Timothystad
2025-02-04 04:45:12.832052,M468,Logistics & Storage,Tire storage humidity too high,Low,Carolfurt
2025-01-08 01:59:53.717447,M391,Machinery & Equipment,CNC machine overheating,High,Catherineton
2025-02-06 07:11:44.731364,M756,Parts & Supply,Engine block casting defects,High,West Haileymouth
2025-03-05 14:15:33.332751,M826,Logistics & Storage,Barcode scanner failure in warehouse,High,Susantown
2025-03-05 06:19:06.756822,M389,Machinery & Equipment,Lathe machine spindle failure,High,Jenniferhaven
2025-01-15 14:59:33.804420,M726,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,North Jerry
2025-03-03 17:38:09.797237,M872,Assembly Line,Paint sprayer clogging,Medium,Mccanntown
2025-01-14 15:33:06.220557,M873,Logistics & Storage,Inventory mismatch in parts database,Low,North Ronald
2025-02-27 09:33:31.202887,M185,Logistics & Storage,Tire storage humidity too high,High,Christopherport
2025-02-19 20:28:59.057531,M794,Logistics & Storage,Inventory mismatch in parts database,Low,Brandonstad
2025-01-07 12:39:04.329231,M216,Assembly Line,Spot welding machine misfire,High,New Joelville
2025-01-04 21:51:17.594119,M876,Assembly Line,Robotic arm calibration failure,High,Sherriport
2025-03-06 21:06:05.024360,M559,Logistics & Storage,Tire storage humidity too high,Low,South Emily
2025-02-26 23:33:12.799836,M228,Logistics & Storage,Inventory mismatch in parts database,Low,New Maria
2025-03-06 01:33:30.726776,M269,Assembly Line,Conveyor belt misalignment,Medium,Robinsonhaven
2025-02-05 10:16:33.676222,M480,Parts & Supply,Delayed shipment of brake pads,Low,West Michael
2025-01-10 11:08:40.504420,M160,Assembly Line,Paint sprayer clogging,Medium,Port Garymouth
2025-02-04 15:29:58.572065,M268,Assembly Line,Robotic arm calibration failure,High,New Margaret
2025-01-26 17:00:09.434274,M872,Parts & Supply,Engine block casting defects,Medium,Valdezmouth
2025-02-01 00:12:22.232263,M384,Parts & Supply,Defective windshield batch,Medium,Port Cindy
2025-02-17 00:44:07.982889,M104,Machinery & Equipment,CNC machine overheating,High,East Danielleborough
2025-01-10 01:15:56.233423,M242,Machinery & Equipment,Injection molding machine nozzle clog,High,Johnview
2025-02-22 06:18:28.808098,M314,Logistics & Storage,Tire storage humidity too high,Medium,West Coryberg
2025-01-04 02:51:14.954821,M869,Logistics & Storage,Forklift fuel leakage,Low,West David
2025-02-18 19:03:37.276170,M418,Parts & Supply,Incorrect tire specifications received,Low,Lake Thomasside
2025-01-22 11:11:27.259100,M903,Logistics & Storage,Tire storage humidity too high,Low,East Corystad
2025-02-22 04:09:08.611959,M918,Sensor & Electrical,Electrical surge causing sensor malfunctions,High,Janetshire
2025-01-03 03:32:15.448438,M110,Logistics & Storage,Barcode scanner failure in warehouse,High,Nunezberg
2025-01-27 12:50:22.968250,M597,Assembly Line,Conveyor belt misalignment,Medium,West Robinshire
2025-02-07 06:28:21.286303,M189,Parts & Supply,Defective windshield batch,Medium,West Jennifer
2025-02-11 01:04:27.068814,M448,Logistics & Storage,Inventory mismatch in parts database,Low,Brownberg
2025-03-05 03:05:40.393568,M385,Parts & Supply,Engine block casting defects,Medium,South Carlos
2025-01-23 00:32:16.609040,M658,Machinery & Equipment,Injection molding machine nozzle clog,Low,Moraborough
2025-01-24 14:33:53.860456,M731,Machinery & Equipment,Lathe machine spindle failure,High,Schneiderview
2025-02-08 12:38:58.463118,M774,Parts & Supply,Defective windshield batch,Medium,East Christopherfort
2025-02-25 22:12:23.152894,M585,Parts & Supply,Incorrect tire specifications received,Low,Port Johnathan
2025-01-22 09:39:05.476190,M568,Assembly Line,Spot welding machine misfire,Low,Port Briannamouth
2025-02-18 15:52:46.223408,M203,Logistics & Storage,Inventory mismatch in parts database,Low,Millershire
2025-02-12 10:39:22.747355,M569,Sensor & Electrical,Faulty RFID scanner at inventory check,Medium,North Ann
2025-02-03 22:05:53.005080,M875,Assembly Line,Spot welding machine misfire,High,New Bruce
2025-02-11 06:45:44.993468,M529,Assembly Line,Spot welding machine misfire,Low,Lake Monica
2025-01-16 11:08:42.758128,M278,Parts & Supply,Defective windshield batch,Medium,South Cynthiaburgh
2025-02-25 10:05:58.793539,M253,Assembly Line,Spot welding machine misfire,Medium,Berryberg
2025-02-12 17:54:49.036397,M863,Assembly Line,Robotic arm calibration failure,High,South Adamside
2025-01-26 13:03:07.760940,M949,Machinery & Equipment,Hydraulic press pressure loss,Low,Millstown
2025-01-27 01:08:14.547353,M543,Assembly Line,Spot welding machine misfire,Low,Kristenland
2025-02-15 02:34:15.870798,M755,Sensor & Electrical,Faulty RFID scanner at inventory check,Medium,Reesemouth
2025-02-01 02:24:23.683303,M543,Logistics & Storage,Barcode scanner failure in warehouse,High,Greenebury
2025-01-27 00:15:54.007688,M858,Assembly Line,Robotic arm calibration failure,High,Romeroborough
2025-02-20 02:58:35.580984,M868,Sensor & Electrical,Electrical surge causing sensor malfunctions,Low,North Mark
2025-03-01 05:34:50.381805,M978,Assembly Line,Spot welding machine misfire,Low,Lake Spencerville
2025-01-06 10:17:04.092783,M333,Parts & Supply,Delayed shipment of brake pads,Low,Dixonland
2025-02-26 16:49:16.750378,M470,Logistics & Storage,Inventory mismatch in parts database,Low,Jasontown
2025-03-05 12:04:37.637148,M213,Machinery & Equipment,Injection molding machine nozzle clog,Medium,New Paulamouth
2025-02-05 06:56:41.500758,M349,Parts & Supply,Defective windshield batch,Medium,North Michaelview
2025-03-04 09:13:09.894001,M478,Machinery & Equipment,CNC machine overheating,High,Meyerburgh
2025-02-07 17:11:31.346051,M464,Machinery & Equipment,CNC machine overheating,High,Cassandraview
2025-01-08 06:15:48.259237,M530,Machinery & Equipment,Lathe machine spindle failure,High,North Matthew
2025-01-09 16:20:59.713240,M695,Logistics & Storage,Tire storage humidity too high,Low,Mitchellberg
2025-03-04 14:04:20.267461,M227,Sensor & Electrical,Electrical surge causing sensor malfunctions,High,Philliphaven
2025-03-02 18:46:38.049373,M862,Parts & Supply,Engine block casting defects,Low,Bauerton
2025-01-13 05:18:40.176710,M997,Sensor & Electrical,Electrical surge causing sensor malfunctions,Medium,Rebeccaton
2025-02-10 17:57:23.100097,M193,Parts & Supply,Delayed shipment of brake pads,Low,New Carlostown
2025-02-08 07:55:04.295255,M448,Parts & Supply,Delayed shipment of brake pads,Low,Lake Anthonyborough
2025-03-06 13:03:40.547180,M318,Assembly Line,Robotic arm calibration failure,High,Emilyside
2025-01-02 04:26:08.148719,M159,Parts & Supply,Defective windshield batch,Medium,Webbberg
2025-01-14 12:50:21.505194,M123,Assembly Line,Spot welding machine misfire,Medium,East Suzanne
2025-03-06 11:12:43.272214,M366,Assembly Line,Paint sprayer clogging,Medium,Rossborough
2025-02-02 18:43:57.184488,M853,Logistics & Storage,Forklift fuel leakage,High,Stephaniehaven
2025-02-19 00:08:53.911371,M455,Machinery & Equipment,Injection molding machine nozzle clog,Medium,South Cindyfurt
2025-02-18 05:46:28.011983,M684,Sensor & Electrical,Battery pack overheating in EV assembly,High,Benjamintown
2025-01-26 02:48:23.782672,M746,Sensor & Electrical,Faulty RFID scanner at inventory check,High,Port Michael
2025-01-31 00:50:15.370112,M923,Sensor & Electrical,Faulty RFID scanner at inventory check,Medium,Lake Madison
2025-01-21 02:25:51.899536,M724,Sensor & Electrical,Faulty RFID scanner at inventory check,Low,Ramirezville
2025-02-20 16:56:57.060548,M577,Sensor & Electrical,Battery pack overheating in EV assembly,High,West Maria
2025-02-22 23:58:23.132503,M856,Parts & Supply,Defective windshield batch,Medium,Lawsonville
2025-01-08 01:13:25.547285,M693,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,South Denise
2025-03-02 16:47:43.391228,M764,Machinery & Equipment,Injection molding machine nozzle clog,Low,Pamelafort
2025-02-11 10:25:16.897658,M287,Machinery & Equipment,Hydraulic press pressure loss,Low,Normaport
2025-01-17 21:57:27.197722,M356,Logistics & Storage,Tire storage humidity too high,Medium,Williamschester
2025-01-08 11:37:48.261822,M812,Assembly Line,Robotic arm calibration failure,High,East Robert
2025-01-29 06:39:16.865197,M337,Machinery & Equipment,CNC machine overheating,High,North Elizabeth
2025-01-15 03:01:20.613605,M371,Machinery & Equipment,CNC machine overheating,High,Davidville
2025-02-12 18:58:52.039555,M122,Machinery & Equipment,Lathe machine spindle failure,High,Dustinstad
2025-02-01 15:26:19.726542,M203,Sensor & Electrical,Electrical surge causing sensor malfunctions,Low,Lake Nicholasmouth
2025-01-04 02:50:56.757862,M676,Assembly Line,Robotic arm calibration failure,High,Hendersonstad
2025-03-03 10:33:01.795379,M246,Sensor & Electrical,Electrical surge causing sensor malfunctions,Low,South Laurashire
2025-01-14 04:28:09.362886,M679,Assembly Line,Spot welding machine misfire,Low,North Troy
2025-01-31 03:59:16.364085,M156,Assembly Line,Conveyor belt misalignment,Medium,Corychester
2025-01-03 02:45:30.984674,M811,Assembly Line,Robotic arm calibration failure,High,Lake Scott
2025-02-27 06:33:19.516684,M957,Logistics & Storage,Inventory mismatch in parts database,Low,South Keith
2025-02-15 15:55:12.773318,M908,Logistics & Storage,Tire storage humidity too high,Medium,South Breannachester
2025-01-16 09:49:00.422400,M557,Machinery & Equipment,Lathe machine spindle failure,High,New Michele
2025-01-15 01:03:46.828099,M664,Machinery & Equipment,Hydraulic press pressure loss,Medium,North Jamesside
2025-02-20 02:27:24.085621,M923,Assembly Line,Conveyor belt misalignment,Medium,North Donald
2025-02-25 04:05:49.011557,M589,Machinery & Equipment,CNC machine overheating,High,South Kathrynmouth
2025-02-18 08:10:08.398406,M975,Parts & Supply,Engine block casting defects,Medium,Lisaville
2025-01-26 10:21:32.715065,M219,Assembly Line,Paint sprayer clogging,Medium,Kellyhaven
2025-01-09 03:09:02.541501,M782,Sensor & Electrical,Electrical surge causing sensor malfunctions,Low,East Victoria
2025-01-24 20:14:14.088254,M869,Parts & Supply,Engine block casting defects,Low,West Brian
2025-02-17 21:07:59.737344,M481,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,Port Chad
2025-02-25 21:50:14.577696,M438,Parts & Supply,Incorrect tire specifications received,Low,Foxton
2025-01-16 05:36:34.302726,M763,Parts & Supply,Defective windshield batch,Medium,Allisonville
2025-02-12 09:44:11.112590,M843,Assembly Line,Paint sprayer clogging,Medium,Geoffreyburgh
2025-03-01 20:05:59.297288,M645,Parts & Supply,Engine block casting defects,Low,North Seanland
2025-01-27 09:28:23.293926,M658,Sensor & Electrical,Battery pack overheating in EV assembly,High,New Michael
2025-01-25 20:45:49.804955,M509,Logistics & Storage,Forklift fuel leakage,Medium,Angelaland
2025-01-27 07:09:59.176776,M269,Sensor & Electrical,Electrical surge causing sensor malfunctions,Low,North Jamesfurt
2025-02-01 13:18:31.157328,M818,Machinery & Equipment,Injection molding machine nozzle clog,Low,East Brianafort
2025-01-22 19:50:07.648647,M376,Sensor & Electrical,Faulty RFID scanner at inventory check,Low,South Kristina
2025-02-19 04:44:31.678558,M104,Logistics & Storage,Inventory mismatch in parts database,Low,Michaelside
2025-01-18 04:28:13.952400,M635,Logistics & Storage,Inventory mismatch in parts database,Low,East Ashley
2025-01-26 02:43:58.258048,M768,Sensor & Electrical,Electrical surge causing sensor malfunctions,High,North Rebecca
2025-02-21 05:29:58.844041,M344,Parts & Supply,Incorrect tire specifications received,Low,Port Jeremymouth
2025-02-17 06:34:43.075347,M105,Assembly Line,Robotic arm calibration failure,High,Bryanfurt
2025-01-19 11:22:36.990655,M505,Sensor & Electrical,Electrical surge causing sensor malfunctions,Low,Barkerville
2025-02-16 03:32:39.535580,M563,Assembly Line,Robotic arm calibration failure,High,Ethanport
2025-02-04 16:46:11.976333,M817,Logistics & Storage,Forklift fuel leakage,Low,Kevinchester
2025-01-29 17:39:00.414013,M344,Assembly Line,Spot welding machine misfire,Medium,New Colleen
2025-03-03 05:38:50.926435,M322,Assembly Line,Robotic arm calibration failure,High,Lawsonfurt
2025-01-09 13:14:26.389193,M265,Sensor & Electrical,Battery pack overheating in EV assembly,High,Brandonshire
2025-01-13 23:54:02.930916,M777,Logistics & Storage,Inventory mismatch in parts database,Low,Millerborough
2025-03-01 20:16:59.675051,M413,Logistics & Storage,Tire storage humidity too high,High,South Bailey
2025-02-10 06:33:31.680029,M473,Sensor & Electrical,Electrical surge causing sensor malfunctions,Medium,South Manuel
2025-02-19 06:49:46.244336,M647,Logistics & Storage,Barcode scanner failure in warehouse,High,Lopezhaven
2025-02-19 19:08:53.457033,M677,Sensor & Electrical,Electrical surge causing sensor malfunctions,High,Lake Samuelmouth
2025-01-23 17:06:03.122561,M235,Logistics & Storage,Barcode scanner failure in warehouse,High,West Michaelshire
2025-03-03 19:14:32.773432,M204,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,Mcculloughfort
2025-02-22 18:43:46.639229,M578,Assembly Line,Robotic arm calibration failure,High,Lauriefurt
2025-02-08 05:30:56.817316,M761,Logistics & Storage,Forklift fuel leakage,High,Samuelmouth
2025-01-10 22:13:39.802075,M598,Parts & Supply,Engine block casting defects,High,North Tina
2025-01-01 19:48:24.605955,M259,Sensor & Electrical,Electrical surge causing sensor malfunctions,Low,Jessicahaven
2025-02-10 05:22:07.903270,M184,Parts & Supply,Delayed shipment of brake pads,Low,Davisfort
2025-01-29 08:38:35.476273,M811,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,New Joshuaburgh
2025-02-23 08:54:43.463158,M507,Parts & Supply,Incorrect tire specifications received,Low,Port Donnatown
2025-02-02 07:12:18.397368,M859,Assembly Line,Conveyor belt misalignment,Medium,Lake Jeffreyborough
2025-02-15 18:48:28.669773,M139,Machinery & Equipment,CNC machine overheating,High,Morganview
2025-02-16 16:02:30.992942,M847,Sensor & Electrical,Battery pack overheating in EV assembly,High,Torresberg
2025-02-24 10:12:17.346560,M803,Machinery & Equipment,Lathe machine spindle failure,High,Billyshire
2025-01-05 02:31:49.987924,M900,Machinery & Equipment,Hydraulic press pressure loss,High,Lynnchester
2025-01-20 07:11:11.910999,M751,Sensor & Electrical,Electrical surge causing sensor malfunctions,High,Robertstad
2025-02-25 19:51:05.793908,M336,Logistics & Storage,Inventory mismatch in parts database,Low,Caitlinfurt
2025-02-10 11:26:33.290740,M513,Machinery & Equipment,CNC machine overheating,High,South Susanmouth
2025-01-06 01:29:06.435685,M443,Assembly Line,Spot welding machine misfire,Medium,Carriemouth
2025-01-05 21:06:38.499686,M362,Logistics & Storage,Forklift fuel leakage,Medium,North Kristenview
2025-01-29 01:21:07.580969,M824,Logistics & Storage,Forklift fuel leakage,Medium,Peterfort
2025-01-16 05:17:37.762043,M799,Parts & Supply,Engine block casting defects,Low,Hullton
2025-03-06 17:18:09.604364,M940,Machinery & Equipment,Hydraulic press pressure loss,Medium,Reneeborough
2025-03-03 13:10:15.151412,M543,Machinery & Equipment,Injection molding machine nozzle clog,High,Carrport
2025-01-07 14:01:40.073311,M341,Parts & Supply,Incorrect tire specifications received,Low,East Christopherland
2025-01-28 21:18:57.035977,M297,Parts & Supply,Delayed shipment of brake pads,Low,East Lisamouth
2025-02-17 21:53:34.591772,M317,Parts & Supply,Delayed shipment of brake pads,Low,New Heather
2025-01-10 04:16:23.184855,M205,Machinery & Equipment,Hydraulic press pressure loss,High,Port Alisonview
2025-01-10 00:27:22.161537,M739,Sensor & Electrical,Electrical surge causing sensor malfunctions,Medium,New Ericafort
2025-01-23 21:14:21.277648,M319,Assembly Line,Spot welding machine misfire,Low,Grantside
2025-02-20 17:33:33.414862,M401,Assembly Line,Conveyor belt misalignment,Medium,New Tylerton
2025-01-01 10:33:20.034961,M193,Sensor & Electrical,Faulty RFID scanner at inventory check,Low,West Staceychester
2025-02-27 04:55:12.615845,M168,Machinery & Equipment,Lathe machine spindle failure,High,Ritterhaven
2025-02-08 04:47:17.102841,M353,Parts & Supply,Defective windshield batch,Medium,West Carolstad
2025-01-01 14:52:56.623805,M280,Assembly Line,Conveyor belt misalignment,Medium,Meganfurt
2025-01-24 05:14:49.486924,M430,Assembly Line,Robotic arm calibration failure,High,Danielleburgh
2025-01-25 00:59:20.304628,M821,Logistics & Storage,Tire storage humidity too high,Low,West Jamesport
2025-02-01 18:55:57.877450,M808,Machinery & Equipment,Injection molding machine nozzle clog,Low,Fisherland
2025-02-12 02:03:51.321154,M167,Assembly Line,Spot welding machine misfire,High,North Sara
2025-02-15 18:06:42.115237,M289,Machinery & Equipment,Injection molding machine nozzle clog,High,Brooksburgh
2025-01-24 14:10:52.201265,M862,Machinery & Equipment,CNC machine overheating,High,Fergusonfurt
2025-03-05 07:36:16.295521,M566,Machinery & Equipment,Injection molding machine nozzle clog,Low,Larsonport
2025-02-07 05:21:20.662894,M741,Logistics & Storage,Tire storage humidity too high,Medium,Aguilarland
2025-02-10 02:53:10.257775,M559,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,Toddmouth
2025-01-13 17:30:54.925667,M393,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,New Robert
2025-01-16 14:46:10.918141,M505,Machinery & Equipment,Injection molding machine nozzle clog,Low,Joeshire
2025-02-24 20:57:45.563884,M782,Assembly Line,Paint sprayer clogging,Medium,Larryhaven
2025-01-14 12:50:48.103452,M780,Assembly Line,Conveyor belt misalignment,Medium,Lake Kayla
2025-01-24 02:31:57.336451,M599,Sensor & Electrical,Electrical surge causing sensor malfunctions,High,Marcustown
2025-02-19 08:23:58.278522,M519,Machinery & Equipment,CNC machine overheating,High,Victorchester
2025-02-02 07:48:12.476979,M638,Machinery & Equipment,Injection molding machine nozzle clog,Medium,Dixonview
2025-01-12 21:37:41.118048,M295,Assembly Line,Spot welding machine misfire,Low,Karinaport
2025-01-01 09:34:57.735621,M921,Parts & Supply,Engine block casting defects,High,Jacobside
2025-01-01 22:33:37.070166,M232,Sensor & Electrical,Electrical surge causing sensor malfunctions,High,Bautistastad
2025-01-27 07:59:30.141054,M310,Logistics & Storage,Forklift fuel leakage,Medium,Lake Mindy
2025-03-05 13:42:16.177025,M309,Assembly Line,Spot welding machine misfire,Low,Hendersonland
2025-01-16 22:15:22.723366,M651,Logistics & Storage,Tire storage humidity too high,Medium,East Heatherton
2025-02-06 02:28:32.561388,M926,Logistics & Storage,Forklift fuel leakage,High,East Kristishire
2025-01-10 12:05:38.036783,M579,Assembly Line,Conveyor belt misalignment,Medium,Singletonville
2025-01-13 10:57:07.488365,M725,Logistics & Storage,Barcode scanner failure in warehouse,High,Port Marieview
2025-01-28 15:56:41.769244,M165,Assembly Line,Robotic arm calibration failure,High,New Susanborough
2025-01-05 18:41:09.559167,M816,Machinery & Equipment,Hydraulic press pressure loss,Low,West Victoriamouth
2025-02-12 14:05:05.634367,M515,Parts & Supply,Delayed shipment of brake pads,Low,New Brooke
2025-02-23 11:27:52.005256,M495,Parts & Supply,Defective windshield batch,Medium,Lake Meredith
2025-01-21 04:54:37.290436,M117,Logistics & Storage,Inventory mismatch in parts database,Low,Darlenebury
2025-03-05 02:56:18.218072,M276,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,Mariahberg
2025-03-04 05:27:35.423305,M544,Assembly Line,Robotic arm calibration failure,High,Lake Kennethtown
2025-01-08 09:08:20.486767,M916,Machinery & Equipment,Lathe machine spindle failure,High,Jamesbury
2025-01-25 07:19:59.783082,M452,Assembly Line,Robotic arm calibration failure,High,Harveyberg
2025-01-21 20:18:30.358469,M180,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,Lake Kristen
2025-03-06 13:43:47.945400,M443,Assembly Line,Spot welding machine misfire,Low,Leblancbury
2025-02-08 10:39:11.560712,M867,Machinery & Equipment,Injection molding machine nozzle clog,Low,Danieltown
2025-01-03 22:10:05.656155,M775,Sensor & Electrical,Electrical surge causing sensor malfunctions,Medium,Harrellhaven
2025-01-28 01:45:26.880018,M540,Machinery & Equipment,Injection molding machine nozzle clog,Medium,Grossport
2025-03-03 01:16:22.906095,M435,Assembly Line,Spot welding machine misfire,Medium,Alyssastad
2025-02-26 19:59:11.688643,M141,Logistics & Storage,Forklift fuel leakage,Medium,Edwinberg
2025-02-19 04:26:13.922084,M400,Logistics & Storage,Forklift fuel leakage,Low,West Crystal
2025-02-15 02:09:53.669103,M656,Assembly Line,Spot welding machine misfire,Medium,Port Jason
2025-02-06 05:47:02.437806,M912,Sensor & Electrical,Electrical surge causing sensor malfunctions,Low,Vaughanburgh
2025-01-17 04:52:20.488797,M398,Sensor & Electrical,Faulty RFID scanner at inventory check,Medium,North Jeanchester
2025-01-11 10:56:46.317629,M984,Parts & Supply,Incorrect tire specifications received,Low,East Miguel
